Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh
VOICES,EFFORTS,VOXEfrt,VOX,"A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","effort, grunt, struggle, strain, exert",语音,呼喝,努力、哼唧声、拼搏、竭力、用力
VOICES,FEMALE,VOXFem,VOX,Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.,"woman, female",语音,女性,女人、女
VOICES,FUTZED,VOXFutz,VOX,"P.A. Speakers, Airport announcements, Hospital announcements.","speaker, public address, announcement",语音,音响化,音响喇叭、公共演讲、公告、扩声器
VOICES,HISTORICAL,VOXHist,VOX,"For storing famous speeches, famous news broadcasts, presidential speeches.","speech, lecture, broadcast, news, historical",语音,历史年代,演讲、演讲、广播、新闻、历史
VOICES,LAUGH,VOXLaff,VOX,A single person laughing.,"giggle, chuckle, laugh, hoot, holler, maniacal, hysterical",语音,笑,傻笑、抿嘴笑、暗笑、大笑、嗬嗬、呼叫、狂笑、歇斯底里
VOICES,MALE,VOXMale,VOX,Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.,"male, man",语音,男性,男人、男
VOICES,MISC,VOXMisc,VOX,The Voice category is for single voices. Groups of people go into the CROWDS categories.,miscellaneous,语音,杂项,各种各样的
VOICES,REACTION,VOXReac,VOX,A single Ooo or Aah and things of that nature.,"oh, ooh, ooo, ah, ahh, ahhh, er, em, hmm, hm",语音,反应,哎呀、喔、呜、啊哈、啊、嗯哦、嗯、唔哼、呃
VOICES,SCREAM,VOXScrm,VOX,"A single scream or yell, battle cry, agonizing death.","shout, yell, scream, death, fall",语音,尖叫,大喊大叫、尖叫、死亡、跌倒
VOICES,SINGING,VOXSing,VOX,"A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","sing, hum, ditty",语音,歌唱,唱歌、哼唱、小曲
VOICES,WHISPER,VOXWhsp,VOX,A single whispering voice. The crowd equivalent would be CROWDS-QUIET.,"whisper, murmur, hush",语音,窃语,耳语、低语、喃喃自语、嘘
WATER,BUBBLES,WATRBubl,WATR,"Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","bubble, boil, simmer, blub, glub, cauldron, potion",水,气泡,泡泡、煮沸、煨、泡泡、粘液、大锅、药水
WATER,DRAIN,WATRDran,WATR,"Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","drain, gurgle, burble, sewer, shower, sink, storm drain",水,排水,排水管、汩汩地流、潺潺声、下水道、淋浴、水槽、雨水渠
WATER,DRIP,WATRDrip,WATR,"Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","drip, plip, plop, trickle, leak, cave",水,滴,水滴、滴、扑通声、涓涓细流、流淌、渗漏、洞
WATER,FIZZ,WATRFizz,WATR,"That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","fizz, sizzle, seltzer, foam, hiss",水,气泡破裂,嘶嘶声、苏打水、气泡、嘶嘶声
WATER,FLOW,WATRFlow,WATR,"General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","river, stream, creek, current, watercourse, tributary, brook, runnel, rivulet, spring",水,水流,河、溪、溪、水流、河道、支流、溪、沟渠、溪流、泉
WATER,FOUNTAIN,WATRFoun,WATR,"Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","fountain, spray, trickle, hiss",水,喷泉,喷泉、浪花、飞溅、涓流、嘶嘶声
WATER,IMPACT,WATRImpt,WATR,"Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","splash, bellyflop, cannonball, depth charge, sploosh",水,击打,泼洒、跳水、巨浪、深水炸弹、浇灌
WATER,LAP,WATRLap,WATR,"Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","ripple, lap, hull, slap, slosh",水,拍浪,涟漪、拍打冲刷、船体、荡漾、晃动
WATER,MISC,WATRMisc,WATR,Water sounds not fitting another category in this list.,miscellaneous,水,杂项,各种各样的
WATER,MOVEMENT,WATRMvmt,WATR,"Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","slosh, wade, splash, sweep, tread",水,移动,泼水、 玩水、 溅水、 扫水、 踏水
WATER,PLUMBING,WATRPlmb,WATR,"Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","toilet flush, sink, shower,",水,水管道,马桶冲水、水槽、淋浴、喷头
WATER,POUR,WATRPour,WATR,"Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","pour, fill, dump, empty",水,倒水,倒出、填充、倾倒、倒空
WATER,SPLASH,WATRSplsh,WATR,"Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","splash, swim, wade, dive, plunge, slosh, submerge",水,泼洒飞溅,飞溅、游泳、淌水、潜水、跳水、晃动、泼洒、淹没
WATER,SPRAY,WATRSpray,WATR,"Big sprays of a wave crash, to a hose spray.","spray, spritz, squirt, gush, sprinkle",水,水花,喷雾、喷洒、喷射、喷洒、喷、涌出
WATER,STEAM,WATRStm,WATR,"Very wet hisses, radiators, saunas. Hot wet steam.","spritz, mist, steam, wet hiss, sputter",水,蒸汽,喷、雾气、蒸汽、嘶嘶、湿气、溅射
WATER,SURF,WATRSurf,WATR,"The general roar of the ocean, not the sport. Constant ocean roaring waves.","coastline, shoreline, seashore, beach, wash",水,浪花拍岸,海岸线、海岸、海滨、沙滩、波浪
WATER,TURBULENT,WATRTurb,WATR,"Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","whirlpool, wave pool, rapids, maelstrom, swirl",水,汹涌澎湃,漩涡、 波浪池、 急流、 涡流
WATER,UNDERWATER,WATRUndwtr,WATR,"Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","underwater, flow, turbulent",水,水下,水下、流动、湍流、 暗流
WATER,WATERFALL,WATRFall,WATR,Waterfalls from small cascading ones to Niagara falls.,"waterfall, cascading, dam, torrent, niagara",水,瀑布,瀑布、梯级瀑布、大坝、洪流、尼加拉瀑布
WATER,WAVE,WATRWave,WATR,"For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","wave, breakwater, tides, seashore, jetty, lapping",水,波浪,波浪、防波堤、潮汐、海滨、码头、叠浪
WEAPONS,ARMOR,WEAPArmr,WEAP,"Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","armour, chainmail, helm, scale armor, breastplate, cuirass, domaru, splint, haramaki, shield",武器,护甲,盔甲、锁子甲、头盔、鳞甲、胸甲、护具、夹板
WEAPONS,ARROW,WEAPArro,WEAP,"Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","arrow, bolt, fletch, quiver",武器,箭,箭头、箭栓、箭羽、箭袋
WEAPONS,AXE,WEAPAxe,WEAP,Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.,"ax, axe, chop, throwing ax",武器,斧,斧头、斧头、砍刀、飞斧
WEAPONS,BLUNT,WEAPBlnt,WEAP,"Blunt weapons, like maces and flails, but also nightsticks.","club, bat, mace, ball and chain, nunchuck, war hammer, warhammer, stave, brass knuckles, flail, tonfa, nightstick, cudgel",武器,钝器,棒球棍、 狼牙棒、 球链、 双节棍、 战锤、 壁板、 铜指关节、 连枷、 警棍
WEAPONS,BOW,WEAPBow,WEAP,"Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","longbow, compound box, crossbow",武器,弓,长弓、复合弓、弩
WEAPONS,KNIFE,WEAPKnif,WEAP,"Smaller knives, WEAPONS-SWORDS has it own subcategory here.","switchblade, jack knife, butterfly knife, hunting knife, utility knife, cleaver, butcher knife, trench knife, chef knife",武器,刀,弹簧刀、水果刀、蝴蝶刀、猎刀、美工刀、切肉刀、屠刀、战刀、厨师刀
WEAPONS,MISC,WEAPMisc,WEAP,Weapon sounds not fitting another category in this list.,slingshot,武器,其他,弹弓
WEAPONS,POLEARM,WEAPPole,WEAP,"A long spear or long poled weapon with sharp components at the end, like a harpoon.","spear, pike, harpoon, halberd, javelin, poleaxe, pollaxe",武器,矛,长矛、长枪、鱼叉、戟、标枪、长柄斧、长柄斧
WEAPONS,SIEGE,WEAPSiege,WEAP,"A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","catapult, trebuchet, battering ram, ballista, siege tower",武器,投石机,弹射器、投石机、攻城锤、弩炮、攻城塔
WEAPONS,SWORD,WEAPSwrd,WEAP,"Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","falchion, scimitar, broadsword, rapier, longsword, samurai, cutlass, fencing sword, kattana, machete, sabre, viking sword, foil",武器,剑,镰刀、弯刀、阔剑、细剑、长剑、武士刀、弯刀、击剑剑、武士刀、大砍刀、军刀、维京剑、唐刀、 金属薄片
WEAPONS,WHIP,WEAPWhip,WEAP,Whip cracks. Make Indiana Jones proud.,"bullwhip, horse whip, lash, whipcrack",武器,鞭,牛鞭、马鞭、鞭子、皮鞭
WEATHER,HAIL,HAIL,HAIL,Hail on various surfaces.,"hail, ice, sleet",天气,冰雹,冰雹、冰、雨夹雪
WEATHER,MISC,WTHR,WTHR,Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.,miscellaneous,天气,其他,各种各样的
WEATHER,STORM,STORM,STORM,"Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","hurricane, thunderstorm, typhoon, sleet, sandstorm, tornado, cyclone, hailstorm,",天气,风暴,飓风、雷暴、台风、雨夹雪、沙尘暴、龙卷风、旋风、冰雹、恶劣天气
WEATHER,THUNDER,THUN,THUN,"Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","thunderstorm, lightning, thunderclap, thunderbolt, lightening, thunder, crack, roll, rumble",天气,雷,雷暴、闪电、霹雳、炸雷、 雷声、裂纹、滚雷、隆隆声
WHISTLES,HUMAN,WHSTHmn,WHST,"Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","whistle, cheering, human, wolf whistle, signal",哨音,人,口哨、 欢呼、 人浪、 声浪、 狼哨、 信号
WHISTLES,MECHANICAL,WHSTMech,WHST,"Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","steamship, referee, toot, police whistle, tea pot, train whistle",哨音,机械设备,船笛、嘟嘟、警笛、茶壶、火车汽笛
WHISTLES,MISC,WHSTMisc,WHST,Whistle sounds not fitting another category in this list.,"ref, nose flute",哨音,其他,鼻笛
WIND,DESIGNED,WINDDsgn,WIND,"Designed or manufactured or artificial winds, wind machines, synth winds.","wind machine, synthetic, artificial, tonal",风,设计后的,风力机、合成的、人工的、音调
WIND,GENERAL,WIND,WIND,Base and general wind category.,miscellaneous,风,通用,各种各样的
WIND,GUST,WINDGust,WIND,"For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","gust, blustery, wisps, breeze, buffet, waft, gale, flurry",风,阵风,阵风、大风、小束、微风、飘、大风、乱舞
WIND,INTERIOR,WINDInt,WIND,"Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","interior, shutter, rattle, moan, draft",风,室内,室内、百叶窗、摩擦、呻吟、草稿
WIND,TONAL,WINDTonl,WIND,"Wind howls, wind in wires, wind whistles, overtly tonal winds.","howl, whistle, moan, tonal",风,音乐性,嚎叫、口哨、呻吟、音调
WIND,TURBULENT,WINDTurb,WIND,"Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","buffet, turbulent wind, strong wind, violent wind, buffet",风,汹涌澎湃,旋风、 狂风、 强风、 飓风、 台风
WIND,VEGETATION,WINDVege,WIND,"Wind through foliage, vegetation, grass, trees, leaves, plants.","foliage, vegetation, grass, tree, leaf, plant, rustle",风,吹动植物,树叶、植被、草、树、叶子、植物、沙沙声
WINDOWS,COVERING,WNDWCover,WNDW,"Window curtains, blinds, shutters. So a window covering, not the window itself.","curtain, blind, shutter, blackout, shades",窗户,遮挡物,窗帘、百叶窗、百叶窗、遮罩、 遮光罩
WINDOWS,HARDWARE,WNDWHdwr,WNDW,"Window latches, cranks, locks. Window hardware.","window latch, window cranks, window lock, window seal",窗户,窗具,窗户栓、 窗锁、窗户、车窗密封条
WINDOWS,KNOCK,WNDWKnck,WNDW,"Knocking on various window surfaces, knocking on GLASS.","knock, pane, rattle",窗户,敲窗,敲击、窗格、晃动
WINDOWS,METAL,WNDWMetl,WNDW,"Metal framed windows, open and close.",metal frame,窗户,金属,金属框架
WINDOWS,MISC,WNDWMisc,WNDW,Window sounds not fitting another category in this list.,miscellaneous,窗户,其他,各种各样的
WINDOWS,PLASTIC,WNDWPlas,WNDW,"Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.",plastic frame,窗户,塑料,塑料框架
WINDOWS,WOOD,WNDWWood,WNDW,"Wood framed windows, open and close.",wood frame,窗户,木质,木框
WINGS,BIRD,WINGBird,WING,"Bird wing flaps, hummingbirds, pigeon wings. Group or single.","bird wing, flap, flutter",翅膀,鸟,鸟翼、 扑动、 飞过
WINGS,CREATURE,WINGCrea,WING,"Dragon wings, fairy wings, any manner of creature and monster wings.","dragon wing, fairy wing, griffin wing, sphinx wing, angel wing, phoenix wing, giant bird wing",翅膀,生物,龙翼、仙女翼、狮鹫翼、狮身人面像翼、天使翼、凤凰翼、巨鸟翼
WINGS,INSECT,WINGInsc,WING,"Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","fly, bee, dragonfly, moth, butterfly, beetle, scarab, hornet, wasp, locust",翅膀,昆虫,飞、蜜蜂、蜻蜓、蛾、蝴蝶、甲虫、圣甲虫、大黄蜂、黄蜂、蝗虫
WINGS,MISC,WINGMisc,WING,Wing sounds not fitting another category in this list.,miscellaneous,翅膀,其他,各种各样的
WOOD,BREAK,WOODBrk,WOOD,"Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","breaks, cracks, rips, shatters, crunches, splinter",木头,打碎,断裂、裂缝、撕裂、破碎、咬合、碎片
WOOD,CRASH & DEBRIS,WOODCrsh,WOOD,"Group wood crashes and debris, and pieces falling, as in after an explosion.","fall, debris, crash, fell, timber",木头,碎片,坠落、碎片、坠毁、坠落、木材
WOOD,FRICTION,WOODFric,WOOD,"Wood stress, especially creaks. But also scrapes, squeaks.","stress, scrapes, creaks, squeaks, screech",木头,挤压,压力、擦伤、吱吱声、尖叫声
WOOD,HANDLE,WOODHandl,WOOD,"Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","handle, grab, set, pickup, set down, toss, catch",木头,抓取,处理、抓取、设置、拾取、放下、扔、接住
WOOD,IMPACT,WOODImpt,WOOD,"Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","hit, drop, impact, crash, clunk, clang, clink, chop",木头,击打,击中、跌落、撞击、撞毁、 砰、 劈、 碰、 铛
WOOD,MISC,WOODMisc,WOOD,Wood sounds not fitting another category in this list.,miscellaneous,木头,其他,各种各样的
WOOD,MOVEMENT,WOODMvmt,WOOD,"Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","drag, roll, rattle, shake",木头,移动,拖动、滚动、摇晃、晃动
WOOD,TONAL,WOODTonl,WOOD,"Tonal bowed wood sounds, ringing wood.","bowed, ring, wronk, shing, warp",木头,音乐性,金属、 拔剑、 瑜伽、 敲击、 音律
